X,Y
5376,-910.27
5379,-910.28
5382,-910.26
5385,-910.27
5388,-910.25
5391,-910.29
5394,-910.26
5397,-910.25
5400,-910.29
5403,-910.29
5406,-910.24
5409,-910.27
5412,-910.26
5415,-910.28
5418,-910.28
5421,-910.27
5424,-910.33
5427,-910.3
5430,-910.32
5433,-910.3
5436,-910.28
5439,-910.33
5442,-910.32
5445,-910.32
5448,-910.3
5451,-910.31
5454,-910.3
5457,-910.32
5460,-910.34
5463,-910.34
5466,-910.37
5469,-910.34
5472,-910.35
5475,-910.35
5478,-910.42
5481,-910.41
5484,-910.36
5487,-910.38
5490,-910.36
5493,-910.36
5496,-910.35
5499,-910.33
5502,-910.36
5505,-910.37
5508,-910.34
5511,-910.36
5514,-910.43
5517,-910.43
5520,-910.4
5523,-910.4
5526,-910.39
5529,-910.42
5532,-910.42
5535,-910.42
5538,-910.39
5541,-910.4
5544,-910.39
5547,-910.41
5550,-910.45
5553,-910.43
5556,-910.39
5559,-910.39
5562,-910.39
5565,-910.41
5568,-910.41
5571,-910.44
5574,-910.45
5577,-910.43
5580,-910.41
5583,-910.44
5586,-910.45
5589,-910.45
5592,-910.46
5595,-910.43
5598,-910.44
5601,-910.45
5604,-910.47
5607,-910.51
5610,-910.52
5613,-910.49
5616,-910.51
5619,-910.51
5622,-910.52
5625,-910.52
5628,-910.54
5631,-910.54
5634,-910.53
5637,-910.53
5640,-910.53
5643,-910.56
5646,-910.57
5649,-910.56
5652,-910.57
5655,-910.58
5658,-910.6
5661,-910.6
5664,-910.59
5667,-910.61
5670,-910.64
5673,-910.7
5676,-910.67
5679,-910.62
5682,-910.65
5685,-910.67
5688,-910.68
5691,-910.69
5694,-910.71
5697,-910.67
5700,-910.68
5703,-910.73
5706,-910.72
5709,-910.71
5712,-910.71
5715,-910.72
5718,-910.68
5721,-910.75
5724,-910.79
5727,-910.79
5730,-910.77
5733,-910.77
5736,-910.75
5739,-910.8
5742,-910.81
5745,-910.78
5748,-910.77
5751,-910.81
5754,-910.82
5757,-910.84
5760,-910.88
5763,-910.82
5766,-910.84
5769,-910.84
5772,-910.82
5775,-910.84
5778,-910.89
5781,-910.88
5784,-910.88
5787,-910.89
5790,-910.9
5793,-910.93
5796,-910.95
5799,-910.9
5802,-910.92
5805,-910.92
5808,-910.98
5811,-910.93
5814,-910.94
5817,-910.95
5820,-911
5823,-911
5826,-910.93
5829,-911.01
5832,-911.03
5835,-911.05
5838,-911.01
5841,-911.06
5844,-911.03
5847,-911
5850,-911.02
5853,-911.03
5856,-911.07
5859,-911.08
5862,-911.07
5865,-911.12
5868,-911.1
5871,-911.13
5874,-911.11
5877,-911.05
5880,-911.12
5883,-911.11
5886,-911.17
5889,-911.15
5892,-911.14
5895,-911.13
5898,-911.1
5901,-911.23
5904,-911.19
5907,-911.23
5910,-911.11
5913,-911.18
5916,-911.2
5919,-911.2
5922,-911.19
5925,-911.19
5928,-911.19
5931,-911.19
5934,-911.22
5937,-911.23
5940,-911.22
5943,-911.24
5946,-911.17
5949,-911.22
5952,-911.21
5955,-911.19
5958,-911.23
5961,-911.24
5964,-911.25
5967,-911.27
5970,-911.3
5973,-911.24
5976,-911.27
5979,-911.27
5982,-911.28
5985,-911.27
5988,-911.29
5991,-911.35
5994,-911.34
5997,-911.33
6000,-911.32
6003,-911.36
6006,-911.36
6009,-911.33
6012,-911.3
6015,-911.32
6018,-911.32
6021,-911.34
6024,-911.36
6027,-911.35
6030,-911.35
6033,-911.38
6036,-911.39
6039,-911.38
6042,-911.4
6045,-911.43
6048,-911.43
6051,-911.42
6054,-911.43
6057,-911.43
6060,-911.45
6063,-911.47
6066,-911.46
6069,-911.44
6072,-911.42
6075,-911.43
6078,-911.46
6081,-911.47
6084,-911.49
6087,-911.5
6090,-911.51
6093,-911.5
6096,-911.49
6099,-911.53
6102,-911.55
6105,-911.55
6108,-911.54
6111,-911.56
6114,-911.59
6117,-911.6
6120,-911.57
6123,-911.59
6126,-911.62
6129,-911.64
6132,-911.66
6135,-911.68
6138,-911.68
6141,-911.67
6144,-911.69
6147,-911.69
6150,-911.69
6153,-911.72
6156,-911.75
6159,-911.77
6162,-911.78
6165,-911.78
6168,-911.82
6171,-911.82
6174,-911.81
6177,-911.82
6180,-911.84
6183,-911.87
6186,-911.87
6189,-911.86
6192,-911.89
6195,-911.9
6198,-911.9
6201,-911.95
6204,-911.95
6207,-911.91
6210,-911.93
6213,-911.97
6216,-911.96
6219,-911.99
6222,-911.96
6225,-911.95
6228,-911.98
6231,-912
6234,-912.03
6237,-912.04
6240,-912.05
6243,-912.05
6246,-912.05
6249,-912.07
6252,-912.09
6255,-912.09
6258,-912.11
6261,-912.12
6264,-912.11
6267,-912.14
6270,-912.14
6273,-912.13
6276,-912.16
6279,-912.18
6282,-912.18
6285,-912.15
6288,-912.16
6291,-912.17
6294,-912.19
6297,-912.17
6300,-912.16
6303,-912.22
6306,-912.24
6309,-912.2
6312,-912.24
6315,-912.26
6318,-912.23
6321,-912.26
6324,-912.3
6327,-912.26
6330,-912.27
6333,-912.27
6336,-912.26
6339,-912.29
6342,-912.27
6345,-912.25
6348,-912.26
6351,-912.19
6354,-912.24
6357,-912.28
6360,-912.28
6363,-912.3
6366,-912.31
6369,-912.27
6372,-912.31
6375,-912.32
6378,-912.34
6381,-912.3
6384,-912.31
6387,-912.25
6390,-912.32
6393,-912.41
6396,-912.3
6399,-912.38
6402,-912.39
6405,-912.34
6408,-912.36
6411,-912.4
6414,-912.4
6417,-912.36
6420,-912.38
6423,-912.41
6426,-912.42
6429,-912.4
6432,-912.48
6435,-912.44
6438,-912.42
6441,-912.47
6444,-912.43
6447,-912.46
6450,-912.52
6453,-912.49
6456,-912.52
6459,-912.55
6462,-912.53
6465,-912.57
6468,-912.56
6471,-912.52
6474,-912.58
6477,-912.57
6480,-912.57
6483,-912.61
6486,-912.63
6489,-912.65
6492,-912.68
6495,-912.62
6498,-912.68
6501,-912.73
6504,-912.72
6507,-912.71
6510,-912.75
6513,-912.69
6516,-912.73
6519,-912.77
6522,-912.74
6525,-912.74
6528,-912.72
6531,-912.67
6534,-912.76
6537,-912.75
6540,-912.75
6543,-912.77
6546,-912.78
6549,-912.77
6552,-912.76
6555,-912.76
6558,-912.79
6561,-912.8
6564,-912.77
6567,-912.76
6570,-912.75
6573,-912.76
6576,-912.77
6579,-912.75
6582,-912.75
6585,-912.81
6588,-912.79
6591,-912.79
6594,-912.76
6597,-912.77
6600,-912.78
6603,-912.78
6606,-912.79
6609,-912.79
6612,-912.78
6615,-912.78
6618,-912.8
6621,-912.79
6624,-912.79
6627,-912.8
6630,-912.81
6633,-912.8
6636,-912.8
6639,-912.79
6642,-912.85
6645,-912.86
6648,-912.83
6651,-912.82
6654,-912.79
6657,-912.79
6660,-912.82
6663,-912.8
6666,-912.8
6669,-912.83
6672,-912.88
6675,-912.89
6678,-912.87
6681,-912.87
6684,-912.87
6687,-912.86
6690,-912.86
6693,-912.86
6696,-912.87
6699,-912.87
6702,-912.88
6705,-912.89
6708,-912.88
6711,-912.88
6714,-912.89
6717,-912.89
6720,-912.9
6723,-912.92
6726,-912.9
6729,-912.87
6732,-912.87
6735,-912.87
6738,-912.89
6741,-912.89
6744,-912.9
6747,-912.92
6750,-912.91
6753,-912.95
6756,-912.93
6759,-912.93
6762,-912.99
6765,-912.96
6768,-912.92
6771,-912.91
6774,-912.91
6777,-912.94
6780,-912.94
6783,-912.93
6786,-912.92
6789,-912.93
6792,-912.93
6795,-912.92
6798,-912.94
6801,-912.94
6804,-912.95
6807,-912.96
6810,-912.94
6813,-912.93
6816,-912.93
6819,-912.99
6822,-912.95
6825,-912.92
6828,-912.93
6831,-912.96
6834,-912.96
6837,-912.93
6840,-912.95
6843,-912.99
6846,-912.9
6849,-912.89
6852,-912.94
6855,-912.93
6858,-912.96
6861,-912.91
6864,-912.93
6867,-912.94
6870,-912.95
6873,-912.96
6876,-912.91
6879,-912.93
6882,-912.95
6885,-912.97
6888,-912.95
6891,-912.94
6894,-912.97
6897,-912.94
6900,-912.91
6903,-912.91
6906,-912.98
6909,-912.93
6912,-912.94
6915,-912.89
6918,-912.88
6921,-912.88
6924,-912.89
6927,-912.88
6930,-912.89
6933,-912.87
6936,-912.88
6939,-912.91
6942,-912.92
6945,-912.93
6948,-912.92
6951,-912.97
6954,-912.96
6957,-912.91
6960,-912.93
6963,-912.92
6966,-912.93
6969,-912.89
6972,-912.98
6975,-912.89
6978,-912.92
6981,-912.84
6984,-912.88
6987,-912.88
6990,-912.9
6993,-912.91
6996,-912.84
6999,-912.83
7002,-912.8
7005,-912.85
7008,-912.87
7011,-912.84
7014,-912.82
7017,-912.84
7020,-912.88
7023,-912.82
7026,-912.82
7029,-912.84
7032,-912.81
7035,-912.83
7038,-912.83
7041,-912.8
7044,-912.79
7047,-912.81
7050,-912.83
7053,-912.83
7056,-912.82
7059,-912.8
7062,-912.76
7065,-912.78
7068,-912.78
7071,-912.79
7074,-912.76
7077,-912.77
7080,-912.8
7083,-912.78
7086,-912.77
7089,-912.78
7092,-912.79
7095,-912.77
7098,-912.79
7101,-912.79
7104,-912.81
7107,-912.79
7110,-912.78
7113,-912.76
7116,-912.76
7119,-912.78
7122,-912.79
7125,-912.8
7128,-912.78
7131,-912.78
7134,-912.81
7137,-912.77
7140,-912.78
7143,-912.81
7146,-912.82
7149,-912.77
7152,-912.76
7155,-912.74
7158,-912.82
7161,-912.79
7164,-912.78
7167,-912.77
7170,-912.84
7173,-912.82
7176,-912.8
7179,-912.79
7182,-912.8
7185,-912.81
7188,-912.79
7191,-912.82
7194,-912.82
7197,-912.81
7200,-912.82
7203,-912.82
7206,-912.83
7209,-912.84
7212,-912.83
7215,-912.84
7218,-912.86
7221,-912.88
7224,-912.84
7227,-912.81
7230,-912.83
7233,-912.8
7236,-912.87
7239,-912.84
7242,-912.86
7245,-912.8
7248,-912.83
7251,-912.83
7254,-912.84
7257,-912.85
7260,-912.9
7263,-912.85
7266,-912.85
7269,-912.86
7272,-912.89
7275,-912.86
7278,-912.9
7281,-912.88
7284,-912.91
7287,-912.92
7290,-912.92
7293,-912.91
7296,-912.9
7299,-912.89
7302,-912.87
7305,-912.88
7308,-912.9
7311,-912.92
7314,-912.93
7317,-912.94
7320,-912.95
7323,-912.94
7326,-912.97
7329,-912.97
7332,-912.94
7335,-912.92
7338,-913.01
7341,-912.97
7344,-912.95
7347,-912.99
7350,-912.99
7353,-912.95
7356,-912.98
7359,-913.01
7362,-912.99
7365,-912.98
7368,-913.03
7371,-913.03
7374,-913.04
7377,-913.07
7380,-913.05
7383,-913.05
7386,-913.09
7389,-913.12
7392,-913.1
7395,-913.04
7398,-913.13
7401,-913.17
7404,-913.17
7407,-913.13
7410,-913.19
7413,-913.16
7416,-913.17
7419,-913.19
7422,-913.21
7425,-913.24
7428,-913.23
7431,-913.24
7434,-913.26
7437,-913.26
7440,-913.25
7443,-913.27
7446,-913.29
7449,-913.33
7452,-913.4
7455,-913.37
7458,-913.36
7461,-913.4
7464,-913.43
7467,-913.45
7470,-913.44
7473,-913.47
7476,-913.47
7479,-913.52
7482,-913.53
7485,-913.53
7488,-913.54
7491,-913.55
7494,-913.57
7497,-913.59
7500,-913.59
7503,-913.6
7506,-913.64
7509,-913.67
7512,-913.7
7515,-913.67
7518,-913.74
7521,-913.74
7524,-913.73
7527,-913.73
7530,-913.76
7533,-913.8
7536,-913.82
7539,-913.84
7542,-913.88
7545,-913.89
7548,-913.89
7551,-913.95
7554,-913.93
7557,-913.97
7560,-913.92
7563,-913.92
7566,-913.99
7569,-914.01
7572,-914.02
7575,-914.07
7578,-914.08
7581,-914.03
7584,-914.06
7587,-914.1
7590,-914.11
7593,-914.16
7596,-914.17
7599,-914.15
7602,-914.19
7605,-914.21
7608,-914.26
7611,-914.22
7614,-914.23
7617,-914.26
7620,-914.27
7623,-914.31
7626,-914.33
7629,-914.28
7632,-914.35
7635,-914.31
7638,-914.38
7641,-914.4
7644,-914.41
7647,-914.44
7650,-914.44
7653,-914.43
7656,-914.45
7659,-914.48
7662,-914.49
7665,-914.56
7668,-914.62
7671,-914.64
7674,-914.64
7677,-914.65
7680,-914.64
7683,-914.71
7686,-914.74
7689,-914.74
7692,-914.74
7695,-914.71
7698,-914.74
7701,-914.78
7704,-914.79
7707,-914.82
7710,-914.84
7713,-914.89
7716,-914.92
7719,-914.92
7722,-914.96
7725,-915
7728,-915.01
7731,-915.06
7734,-915.07
7737,-915.06
7740,-915.14
7743,-915.14
7746,-915.21
7749,-915.25
7752,-915.23
7755,-915.23
7758,-915.25
7761,-915.29
7764,-915.3
7767,-915.36
7770,-915.36
7773,-915.35
7776,-915.4
7779,-915.45
7782,-915.43
7785,-915.46
7788,-915.47
7791,-915.53
7794,-915.54
7797,-915.57
7800,-915.58
7803,-915.6
7806,-915.61
7809,-915.63
7812,-915.66
7815,-915.71
7818,-915.72
7821,-915.67
7824,-915.73
7827,-915.81
7830,-915.88
7833,-915.87
7836,-915.86
7839,-915.92
7842,-915.96
7845,-915.98
7848,-915.97
7851,-916.03
7854,-916.06
7857,-916.07
7860,-916.12
7863,-916.12
7866,-916.11
7869,-916.18
7872,-916.2
7875,-916.26
7878,-916.29
7881,-916.29
7884,-916.37
7887,-916.39
7890,-916.45
7893,-916.44
7896,-916.51
7899,-916.51
7902,-916.54
7905,-916.58
7908,-916.64
7911,-916.66
7914,-916.63
7917,-916.65
7920,-916.72
7923,-916.74
7926,-916.77
7929,-916.77
7932,-916.79
7935,-916.85
7938,-916.9
7941,-916.97
7944,-917
7947,-917.03
7950,-917.06
7953,-917.09
7956,-917.12
7959,-917.11
7962,-917.16
7965,-917.21
7968,-917.3
7971,-917.34
7974,-917.36
7977,-917.41
7980,-917.46
7983,-917.48
7986,-917.51
7989,-917.59
7992,-917.63
7995,-917.66
7998,-917.72
8001,-917.78
8004,-917.82
8007,-917.83
8010,-917.87
8013,-917.93
8016,-917.97
8019,-918.03
8022,-918.08
8025,-918.12
8028,-918.19
8031,-918.28
8034,-918.34
8037,-918.4
8040,-918.51
8043,-918.57
8046,-918.62
8049,-918.67
8052,-918.73
8055,-918.76
8058,-918.83
8061,-918.94
8064,-918.98
8067,-919.02
8070,-919.07
8073,-919.15
8076,-919.19
8079,-919.23
8082,-919.39
8085,-919.43
8088,-919.52
8091,-919.55
8094,-919.59
8097,-919.65
8100,-919.73
8103,-919.79
8106,-919.91
8109,-919.92
8112,-920.02
8115,-920.08
8118,-920.15
8121,-920.23
8124,-920.27
8127,-920.37
8130,-920.46
8133,-920.53
8136,-920.56
8139,-920.69
8142,-920.79
8145,-920.86
8148,-920.91
8151,-921.02
8154,-921.06
8157,-921.13
8160,-921.21
8163,-921.27
8166,-921.34
8169,-921.39
8172,-921.46
8175,-921.54
8178,-921.63
8181,-921.71
8184,-921.82
8187,-921.87
8190,-921.94
8193,-922.04
8196,-922.14
8199,-922.26
8202,-922.23
8205,-922.34
8208,-922.42
8211,-922.45
8214,-922.52
8217,-922.61
8220,-922.7
8223,-922.75
8226,-922.82
8229,-922.87
8232,-922.93
8235,-923.01
8238,-923.09
8241,-923.16
8244,-923.22
8247,-923.32
8250,-923.38
8253,-923.45
8256,-923.54
8259,-923.61
8262,-923.69
8265,-923.73
8268,-923.79
8271,-923.84
8274,-923.91
8277,-924
8280,-924.07
8283,-924.15
8286,-924.2
8289,-924.3
8292,-924.35
8295,-924.45
8298,-924.53
8301,-924.58
8304,-924.64
8307,-924.71
8310,-924.8
8313,-924.9
8316,-924.94
8319,-925
8322,-925.05
8325,-925.12
8328,-925.17
8331,-925.24
8334,-925.35
8337,-925.41
8340,-925.52
8343,-925.6
8346,-925.66
8349,-925.76
8352,-925.82
8355,-925.89
8358,-925.97
8361,-926
8364,-926.1
8367,-926.19
8370,-926.27
8373,-926.33
8376,-926.39
8379,-926.48
8382,-926.56
8385,-926.65
8388,-926.78
8391,-926.91
8394,-926.92
8397,-926.99
8400,-927.04
8403,-927.11
8406,-927.22
8409,-927.33
8412,-927.44
8415,-927.49
8418,-927.54
8421,-927.61
8424,-927.73
8427,-927.84
8430,-927.93
8433,-928.01
8436,-928.11
8439,-928.2
8442,-928.3
8445,-928.39
8448,-928.51
8451,-928.63
8454,-928.74
8457,-928.84
8460,-928.86
8463,-928.93
8466,-929.11
8469,-929.22
8472,-929.28
8475,-929.38
8478,-929.5
8481,-929.55
8484,-929.67
8487,-929.74
8490,-929.84
8493,-929.95
8496,-930.05
8499,-930.16
8502,-930.2
8505,-930.31
8508,-930.38
8511,-930.39
8514,-930.44
8517,-930.52
8520,-930.6
8523,-930.7
8526,-930.79
8529,-930.87
8532,-930.95
8535,-930.99
8538,-931.05
8541,-931.12
8544,-931.16
8547,-931.14
8550,-931.21
8553,-931.24
8556,-931.24
8559,-931.23
8562,-931.22
8565,-931.25
8568,-931.24
8571,-931.23
8574,-931.27
8577,-931.22
8580,-931.28
8583,-931.24
8586,-931.23
8589,-931.18
8592,-931.13
8595,-931.08
8598,-931.06
8601,-931.05
8604,-930.97
8607,-930.91
8610,-930.86
8613,-930.81
8616,-930.72
8619,-930.61
8622,-930.58
8625,-930.52
8628,-930.45
8631,-930.41
8634,-930.35
8637,-930.27
8640,-930.16
8643,-930.06
8646,-929.95
8649,-929.83
8652,-929.75
8655,-929.7
8658,-929.61
8661,-929.52
8664,-929.38
8667,-929.27
8670,-929.17
8673,-929.05
8676,-928.97
8679,-928.91
8682,-928.78
8685,-928.68
8688,-928.58
8691,-928.49
8694,-928.43
8697,-928.36
8700,-928.28
8703,-928.14
8706,-928.04
8709,-927.99
8712,-927.93
8715,-927.82
8718,-927.77
8721,-927.65
8724,-927.62
8727,-927.55
8730,-927.45
8733,-927.36
8736,-927.33
8739,-927.25
8742,-927.16
8745,-927.1
8748,-927.06
8751,-926.99
8754,-926.94
8757,-926.93
8760,-926.88
8763,-926.84
8766,-926.73
8769,-926.73
8772,-926.68
8775,-926.62
8778,-926.55
8781,-926.52
8784,-926.45
8787,-926.48
8790,-926.45
8793,-926.41
8796,-926.4
8799,-926.36
8802,-926.33
8805,-926.33
8808,-926.37
8811,-926.28
8814,-926.28
8817,-926.22
8820,-926.19
8823,-926.2
8826,-926.18
8829,-926.15
8832,-926.15
8835,-926.14
8838,-926.11
8841,-926.12
8844,-926.11
8847,-926.13
8850,-926.15
8853,-926.11
8856,-926.18
8859,-926.03
8862,-926.07
8865,-926.07
8868,-926.04
8871,-926.05
8874,-926.08
8877,-926.07
8880,-926.08
8883,-926.08
8886,-926.07
8889,-926.06
8892,-926.04
8895,-926.07
8898,-926.07
8901,-926.05
8904,-926.05
8907,-926.07
8910,-926.04
8913,-926.06
8916,-926.06
8919,-926.04
8922,-926.04
8925,-926.05
8928,-926.05
8931,-926.06
8934,-926.06
8937,-926.05
8940,-926.03
8943,-926.06
8946,-926.03
8949,-926.01
8952,-926.08
8955,-926.09
8958,-926.07
8961,-926.08
8964,-926.09
8967,-926.09
8970,-926.1
8973,-926.16
8976,-926.15
8979,-926.13
8982,-926.15
8985,-926.13
8988,-926.15
8991,-926.21
8994,-926.2
8997,-926.24
9000,-926.23
9003,-926.23
9006,-926.26
9009,-926.3
9012,-926.33
9015,-926.33
9018,-926.32
9021,-926.39
9024,-926.4
9027,-926.45
9030,-926.47
9033,-926.49
9036,-926.52
9039,-926.53
9042,-926.55
9045,-926.58
9048,-926.62
9051,-926.63
9054,-926.66
9057,-926.68
9060,-926.69
9063,-926.77
9066,-926.79
9069,-926.85
9072,-926.86
9075,-926.85
9078,-926.89
9081,-926.97
9084,-927.03
9087,-927.02
9090,-927.03
9093,-927.1
9096,-927.18
9099,-927.18
9102,-927.18
9105,-927.21
9108,-927.29
9111,-927.33
9114,-927.38
9117,-927.5
9120,-927.5
9123,-927.52
9126,-927.55
9129,-927.61
9132,-927.65
9135,-927.64
9138,-927.76
9141,-927.77
9144,-927.81
9147,-927.86
9150,-927.89
9153,-927.93
9156,-927.96
9159,-928.01
9162,-928.05
9165,-928.16
9168,-928.19
9171,-928.21
9174,-928.26
9177,-928.34
9180,-928.41
9183,-928.44
9186,-928.47
9189,-928.45
9192,-928.6
9195,-928.65
9198,-928.67
9201,-928.74
9204,-928.78
9207,-928.87
9210,-928.91
9213,-928.96
9216,-929.06
9219,-929.13
9222,-929.16
9225,-929.24
9228,-929.27
9231,-929.34
9234,-929.4
9237,-929.47
9240,-929.53
9243,-929.56
9246,-929.64
9249,-929.66
9252,-929.78
9255,-929.81
9258,-929.89
9261,-929.95
9264,-930.08
9267,-930.13
9270,-930.14
9273,-930.19
9276,-930.27
9279,-930.3
9282,-930.37
9285,-930.43
9288,-930.49
9291,-930.56
9294,-930.62
9297,-930.65
9300,-930.75
9303,-930.8
9306,-930.81
9309,-930.93
9312,-930.95
9315,-930.97
9318,-931.02
9321,-931.09
9324,-931.13
9327,-931.17
9330,-931.23
9333,-931.31
9336,-931.36
9339,-931.4
9342,-931.42
9345,-931.47
9348,-931.56
9351,-931.57
9354,-931.64
9357,-931.63
9360,-931.71
9363,-931.77
9366,-931.77
9369,-931.84
9372,-931.79
9375,-931.84
9378,-931.93
9381,-931.97
9384,-932.01
9387,-932.05
9390,-932.07
9393,-932.09
9396,-932.1
9399,-932.15
9402,-932.16
9405,-932.21
9408,-932.25
9411,-932.28
9414,-932.3
9417,-932.32
9420,-932.41
9423,-932.4
9426,-932.41
9429,-932.39
9432,-932.38
9435,-932.39
9438,-932.41
9441,-932.46
9444,-932.5
9447,-932.57
9450,-932.57
9453,-932.58
9456,-932.62
9459,-932.66
9462,-932.7
9465,-932.66
9468,-932.69
9471,-932.76
9474,-932.74
9477,-932.74
9480,-932.75
9483,-932.78
9486,-932.79
9489,-932.8
9492,-932.83
9495,-932.88
9498,-932.84
9501,-932.84
9504,-932.81
9507,-932.82
9510,-932.83
9513,-932.86
9516,-932.83
9519,-932.81
9522,-932.79
9525,-932.78
9528,-932.76
9531,-932.72
9534,-932.69
9537,-932.7
9540,-932.66
9543,-932.66
9546,-932.66
9549,-932.62
9552,-932.58
9555,-932.53
9558,-932.54
9561,-932.51
9564,-932.49
9567,-932.47
9570,-932.43
9573,-932.42
9576,-932.38
9579,-932.36
9582,-932.26
9585,-932.27
9588,-932.2
9591,-932.17
9594,-932.15
9597,-932.1
9600,-932.07
9603,-932.02
9606,-931.99
9609,-931.93
9612,-931.89
9615,-931.89
9618,-931.82
9621,-931.77
9624,-931.76
9627,-931.69
9630,-931.66
9633,-931.67
9636,-931.61
9639,-931.56
9642,-931.48
9645,-931.47
9648,-931.44
9651,-931.42
9654,-931.39
9657,-931.33
9660,-931.3
9663,-931.25
9666,-931.19
9669,-931.16
9672,-931.09
9675,-931.06
9678,-931.05
9681,-931.02
9684,-930.99
9687,-930.91
9690,-930.83
9693,-930.77
9696,-930.79
9699,-930.75
9702,-930.67
9705,-930.67
9708,-930.66
9711,-930.6
9714,-930.57
9717,-930.53
9720,-930.49
9723,-930.44
9726,-930.45
9729,-930.42
9732,-930.41
9735,-930.38
9738,-930.35
9741,-930.29
9744,-930.29
9747,-930.29
9750,-930.28
9753,-930.25
9756,-930.25
9759,-930.2
9762,-930.19
9765,-930.21
9768,-930.19
9771,-930.2
9774,-930.16
9777,-930.21
9780,-930.18
9783,-930.18
9786,-930.17
9789,-930.16
9792,-930.22
9795,-930.26
9798,-930.23
9801,-930.24
9804,-930.28
9807,-930.27
9810,-930.28
9813,-930.31
9816,-930.36
9819,-930.35
9822,-930.39
9825,-930.4
9828,-930.46
9831,-930.5
9834,-930.5
9837,-930.49
9840,-930.56
9843,-930.54
9846,-930.56
9849,-930.59
9852,-930.59
9855,-930.62
9858,-930.67
9861,-930.7
9864,-930.73
9867,-930.79
9870,-930.81
9873,-930.83
9876,-930.87
9879,-930.9
9882,-930.93
9885,-930.94
9888,-930.94
9891,-931.04
9894,-931.01
9897,-931.05
9900,-931.08
9903,-931.08
9906,-931.1
9909,-931.16
9912,-931.19
9915,-931.22
9918,-931.2
9921,-931.24
9924,-931.33
9927,-931.34
9930,-931.35
9933,-931.36
9936,-931.37
9939,-931.45
9942,-931.43
9945,-931.46
9948,-931.45
9951,-931.5
9954,-931.54
9957,-931.59
9960,-931.6
9963,-931.6
9966,-931.63
9969,-931.68
9972,-931.68
9975,-931.72
9978,-931.79
9981,-931.86
9984,-931.84
9987,-931.86
9990,-931.89
9993,-931.95
9996,-931.99
9999,-932.04
10002,-932.09
10005,-932.13
10008,-932.17
10011,-932.2
10014,-932.23
10017,-932.29
10020,-932.36
10023,-932.41
10026,-932.44
10029,-932.51
10032,-932.6
10035,-932.63
10038,-932.7
10041,-932.77
10044,-932.81
10047,-932.82
10050,-932.89
10053,-932.96
10056,-932.99
10059,-933
10062,-933.08
10065,-933.13
10068,-933.18
10071,-933.24
10074,-933.26
10077,-933.29
10080,-933.36
10083,-933.37
10086,-933.48
10089,-933.53
10092,-933.56
10095,-933.61
10098,-933.65
10101,-933.7
10104,-933.78
10107,-933.84
10110,-933.89
10113,-933.97
10116,-934.04
10119,-934.08
10122,-934.11
10125,-934.18
10128,-934.27
10131,-934.35
10134,-934.44
10137,-934.47
10140,-934.54
10143,-934.65
10146,-934.71
10149,-934.81
10152,-934.89
10155,-935.02
10158,-935.1
10161,-935.16
10164,-935.21
10167,-935.28
10170,-935.39
10173,-935.49
10176,-935.56
10179,-935.64
10182,-935.76
10185,-935.83
10188,-935.92
10191,-936.01
10194,-936.08
10197,-936.15
10200,-936.21
10203,-936.25
10206,-936.25
10209,-936.34
10212,-936.4
10215,-936.45
10218,-936.55
10221,-936.56
10224,-936.62
10227,-936.66
10230,-936.67
10233,-936.67
10236,-936.67
10239,-936.7
10242,-936.71
10245,-936.75
10248,-936.78
10251,-936.79
10254,-936.79
10257,-936.79
10260,-936.8
10263,-936.81
10266,-936.75
10269,-936.77
10272,-936.76
10275,-936.74
10278,-936.7
10281,-936.66
10284,-936.62
10287,-936.59
10290,-936.55
10293,-936.56
10296,-936.5
10299,-936.44
10302,-936.41
10305,-936.33
10308,-936.23
10311,-936.2
10314,-936.18
10317,-936.08
10320,-935.96
10323,-935.87
10326,-935.81
10329,-935.7
10332,-935.61
10335,-935.5
10338,-935.43
10341,-935.31
10344,-935.2
10347,-935.07
10350,-934.99
10353,-934.88
10356,-934.77
10359,-934.66
10362,-934.58
10365,-934.49
10368,-934.35
10371,-934.22
10374,-934.1
10377,-933.97
10380,-933.87
10383,-933.75
10386,-933.63
10389,-933.43
10392,-933.32
10395,-933.24
10398,-933.14
10401,-933.02
10404,-932.88
10407,-932.8
10410,-932.69
10413,-932.53
10416,-932.41
10419,-932.3
10422,-932.17
10425,-932.06
10428,-931.94
10431,-931.75
10434,-931.67
10437,-931.63
10440,-931.5
10443,-931.39
10446,-931.24
10449,-931.13
10452,-931.06
10455,-930.97
10458,-930.88
10461,-930.76
10464,-930.63
10467,-930.56
10470,-930.5
10473,-930.39
10476,-930.24
10479,-930.22
10482,-930.14
10485,-930.06
10488,-930
10491,-929.94
10494,-929.86
10497,-929.76
10500,-929.73
10503,-929.62
10506,-929.57
10509,-929.47
10512,-929.41
10515,-929.37
10518,-929.33
10521,-929.24
10524,-929.23
10527,-929.16
10530,-929.11
10533,-929.05
10536,-928.98
10539,-928.95
10542,-928.94
10545,-928.82
10548,-928.76
10551,-928.7
10554,-928.64
10557,-928.62
10560,-928.59
10563,-928.53
10566,-928.46
10569,-928.44
10572,-928.39
10575,-928.31
10578,-928.33
10581,-928.3
10584,-928.24
10587,-928.18
10590,-928.13
10593,-928.09
10596,-928.06
10599,-928.04
10602,-928.03
10605,-927.96
10608,-927.92
10611,-927.89
10614,-927.88
10617,-927.83
10620,-927.82
10623,-927.8
10626,-927.74
10629,-927.71
